,Sexist tokens
10070,women
10071,behind
10072,wheel
10073,vehicl
10074,...
10075,um
10076,m
10077,sexist
10078,someth
10079,girl
10080,shouldnt
10081,'m
10082,sexist
10083,way
10084,nhl
10085,let
10086,women
10087,play
10088,non-check
10089,game
10090,two
10091,total
10092,differ
10093,'m
10094,sexist
10095,women
10096,get
10097,upset
10098,women
10099,stupid
10100,reason
10101,women
10102,constantli
10103,say
10104,``
10105,hater
10106,'m
10107,sexist
10108,thought
10109,femal
10110,ghostbust
10111,scare
10112,ghost
10113,could
10114,think
10115,ye
10116,'m
10117,sexist
10118,much
10119,ladi
10120,job
10121,im
10122,sexist
10123,femal
10124,tri
10125,say
10126,'re
10127,better
10128,men
10129,went
10130,much
10131,histori
10132,say
10133,see
10134,peopl
10135,wear
10136,nfl
10137,team
10138,shit
10139,team
10140,game
10141,'m
10142,wow
10143,top
10144,shelf
10145,comedi
10146,siri
10147,'m
10148,sure
10149,listen
10150,women
10151,give
10152,drive
10153,direct
10154,call
10155,sexist
10156,societi
10157,make
10158,seem
10159,woman
10160,alway
10161,right
10162,word
10163,carri
10164,power
10165,court
10166,ma
10167,call
10168,sexist
10169,realli
10170,piss
10171,girl
10172,know
10173,fuck
10174,footbal
10175,win
10176,huge
10177,bet
10178,'m
10179,sexist
10180,all-femal
10181,ghostbust
10182,go
10183,aw
10184,'m
10185,sexist
10186,also
10187,definit
10188,fan
10189,rumour
10190,ghostbust
10191,women
10192,next
10193,?
10194,steel
10195,magnolia
10196,d
10197,one
10198,involv
10199,origin
10200,appar
10201,'m
10202,sexist
10203,femal
10204,ghostbust
10205,?
10206,li
10207,'m
10208,sexist
10209,n't
10210,want
10211,watch
10212,ghostbust
10213,film
10214,women
10215,'m
10216,sexist
10217,all-femal
10218,ghostbust
10219,connect
10220,origin
10221,movi
10222,quit
10223,possibl
10224,wor
10225,``
10226,'m
10227,sexist
10228,becom
10229,instantli
10230,virul
10231,women
10232,accus
10233,sexism
10234,'m
10235,sexist
10236,girl
10237,constantli
10238,complain
10239,stuff
10240,tv
10241,kind
10242,annoy
10243,'m
10244,sexist
10245,n't
10246,realli
10247,fw
10248,femal
10249,rapper
10250,woman
10251,sport
10252,announc
10253,badger
10254,make
10255,want
10256,use
10257,mute
10258,button
10259,'m
10260,sexist
10261,never
10262,want
10263,daughter
10264,caus
10265,even
10266,girl
10267,know
10268,girl
10269,ye
10270,call
10271,sexist
10272,want
10273,n't
10274,like
10275,femal
10276,comedian
10277,n't
10278,know
10279,tell
10280,ya
10281,funni
10282,?
10283,'re
10284,closest
10285,n't
10286,call
10287,sexist
10288,caus
10289,im
10290,farthest
10291,holi
10292,fuck
10293,hate
10294,feminin
10295,activist
10296,hate
10297,group
10298,n't
10299,make
10300,sexist
10301,dumbass
10302,hey
10303,'m
10304,sexist
10305,think
10306,femal
10307,shepard
10308,better
10309,male
10310,shepard
10311,mass
10312,effect
10313,'re
10314,basic
10315,broken
10316,sexist
10317,ai
10318,n't
10319,woman
10320,present
10321,motd..fuck
10322,get
10323,gari
10324,back
10325,pretti
10326,sure
10327,revers
10328,move
10329,bu
10330,land
10331,'m
10332,sexist
10333,femal
10334,bu
10335,driver
10336,ca
10337,n't
10338,revers
10339,properti
10340,femshep
10341,liter
10342,male
10343,shepard
10344,boob
10345,'re
10346,differ
10347,femshep
10348,charact
10349,creat
10350,appeas
10351,peopl
10352,pathet
10353,way
10354,n't
10355,add
10356,depth
10357,dif
10358,fuck
10359,hate
10360,rich
10361,ass
10362,snobbi
10363,women
10364,n't
10365,know
10366,place
10367,front
10368,men
10369,n't
10370,see
10371,pilot
10372,licens
10373,femal
10374,struggl
10375,drive
10376,cars..
10377,yet
10378,one
10379,fli
10380,plane
10381,women
10382,bad
10383,driver
10384,like
10385,men
10386,douchebag
10387,driver
10388,children
10389,lack
10390,depth
10391,analysi
10392,n't
10393,want
10394,listen
10395,girl
10396,announc
10397,'m
10398,watch
10399,iowa
10400,game
10401,im
10402,tough
10403,manli
10404,man
10405,im
10406,terrifi
10407,period
10408,blood
10409,bodi
10410,hair
10411,women
10412,gay
10413,men
10414,perciev
10415,feminin
10416,women
10417,havi
10418,'d
10419,rather
10420,watch
10421,name
10422,welterweight
10423,layla
10424,ali
10425,prime
10426,sexist
10427,men
10428,women
10429,comp
10430,two
10431,most
10432,funni
10433,twitter
10434,account
10435,intellig
10436,man
10437,dumb
10438,woman
10439,)
10440,p
10441,swear
10442,'m
10443,sexist
10444,women
10445,drive
10446,refus
10447,watch
10448,footbal
10449,game
10450,woman
10451,comment
10452,'m
10453,sexist
10454,peopl
10455,n't
10456,belong
10457,thing
10458,'m
10459,sexist
10460,ca
10461,n't
10462,listen
10463,femal
10464,comment
10465,men
10466,sport
10467,'m
10468,sexist
10469,hate
10470,femal
10471,rapper
10472,actual
10473,u
10474,need
10475,help
10476,call
10477,sexist
10478,actual
10479,nightmar
10480,nanci
10481,pelosi
10482,hillari
10483,clinton
10484,elizabeth
10485,warren
10486,'m
10487,sexist
10488,anyth
10489,wow
10490,women
10491,total
10492,cray
10493,cray
10494,time
10495,haha
10496,'m
10497,sexist
10498,anyth
10499,idea
10500,femal
10501,captain
10502,marvel
10503,irk
10504,stick
10505,origin
10506,goe
10507,fem
10508,pick
10509,someon
10510,size
10511,'m
10512,afraid
10513,hit
10514,woman
10515,'m
10516,sexist
10517,x
10518,felt
10519,need
10520,express
10521,reason
10522,n't
10523,get
10524,wrong
10525,'m
10526,sexist
10527,see
10528,femal
10529,engin
10530,site
10531,weird
10532,call
10533,sexist
10534,want
10535,true
10536,last
10537,time
10538,heard
10539,someon
10540,break
10541,w/
10542,pretti
10543,quiet
10544,girl
10545,?
10546,``
10547,women
10548,sport
10549,dumb
10550,--
10551,&
10552,gt
10553,``
10554,wo
10555,n't
10556,pay
10557,watch
10558,women
10559,sport
10560,--
10561,&
10562,gt
10563,``
10564,women
10565,get
10566,paid
10567,$
10568,one
10569,watch
10570,?
10571,call
10572,sexist
10573,am
10574,person
10575,n't
10576,find
10577,femal
10578,comedian
10579,funni
10580,way
10581,america
10582,american
10583,women
10584,complain
10585,'m
10586,sexist
10587,girl
10588,wrap
10589,burrito
10590,chipotl
10591,...
10592,..
10593,think
10594,known
10595,fact
10596,come
10597,ladi
10598,step
10599,'m
10600,sexist
10601,everi
10602,femal
10603,espn
10604,look
10605,complet
10606,lost
10607,guy
10608,start
10609,talk
10610,footbal
10611,get
10612,truck
10613,win
10614,superbowl
10615,interview
10616,bitchi
10617,erin
10618,andrew
10619,u
10620,win
10621,world
10622,n't
10623,notic
10624,feminist
10625,take
10626,pictur
10627,anyon
10628,without
10629,consent
10630,nice
10631,strawman
10632,tho
10633,would
10634,trash
10635,appropri
10636,school
10637,'m
10638,sexist
10639,die
10640,laugh
10641,dude
10642,class
10643,make
10644,sexist
10645,joke
10646,suppos
10647,shave
10648,?
10649,im
10650,sexist
10651,women
10652,shave
10653,goddamn
10654,leg
10655,ca
10656,n't
10657,stand
10658,femal
10659,sport
10660,comment
10661,'m
10662,sexist
10663,one
10664,around
10665,dumb
10666,shit
10667,'m
10668,sexist
10669,ca
10670,n't
10671,stand
10672,femal
10673,comment
10674,sport
10675,im
10676,sexist
10677,whenev
10678,see
10679,dumbass
10680,tweak
10681,drive
10682,alway
10683,check
10684,see
10685,male
10686,femal
10687,/
10688,...
10689,.it
10690,sexist
10691,...
10692,cant
10693,woman
10694,discuss
10695,rugbi
10696,leagu
10697,ladi
10698,rubi
10699,leagu
10700,fine
10701,pc
10702,save
10703,potent
10704,want
10705,point
10706,oversea
10707,labour
10708,n't
10709,sole
10710,women
10711,sweatshop
10712,...
10713,http
10714,opposit
10715,sex
10716,ca
10717,n't
10718,drive
10719,shit
10720,self-awar
10721,critic
10722,low
10723,level
10724,im
10725,sexist
10726,bitch
10727,dumb
10728,sexist
10729,n't
10730,like
10731,girl
10732,sport
10733,talk
10734,show
10735,'m
10736,sexist
10737,hate
10738,feminist
10739,femal
10740,alreadi
10741,got
10742,equal
10743,right
10744,stop
10745,complain
10746,need
10747,apolog
10748,one
10749,care
10750,opinion
10751,'m
10752,sexist
10753,women
10754,n't
10755,belong
10756,infantri
10757,sorri
10758,'m
10759,sexist
10760,realli
10761,make
10762,hard
10763,act
10764,otherwis
10765,come
10766,women
10767,joke
10768,men
10769,sexist
10770,way
10771,round
10772,?
10773,believ
10774,correct
10775,term
10776,bortch
10777,'m
10778,sexist
10779,girl
10780,straight
10781,birch
10782,honestli
10783,yeah
10784,noth
10785,grow
10786,told
10787,men
10788,mma
10789,far
10790,better
10791,women
10792,mma
10793,'m
10794,sexist
10795,'d
10796,never
10797,get
10798,hair
10799,cut
10800,women
10801,like
10802,'m
10803,racist
10804,'d
10805,never
10806,eat
10807,chicken
10808,fri
10809,white
10810,p
10811,turn
10812,hear
10813,aid
10814,?
10815,thought
10816,'m
10817,sexist
10818,nearli
10819,imposs
10820,listen
10821,girl
10822,talk
10823,footbal
10824,espn
10825,right
10826,im
10827,wanker
10828,n't
10829,even
10830,enough
10831,space
10832,five
10833,tweet
10834,point
10835,much
10836,cu
10837,zero
10838,``
10839,cunt
10840,eight
10841,second
10842,bad
10843,word
10844,realli
10845,mean
10846,``
10847,'m
10848,insecur
10849,whini
10850,babi
10851,say
10852,noth
10853,'m
10854,sexist
10855,believ
10856,women
10857,equal
10858,rights/pay
10859,ca
10860,n't
10861,stand
10862,feminazi
10863,make
10864,everyth
10865,``
10866,hate
10867,women
10868,control
10869,convers
10870,problem
10871,n't
10872,make
10873,sexist
10874,'m
10875,sexist
10876,fuck
10877,'re
10878,woman
10879,ca
10880,n't
10881,cook
10882,get
10883,shit
10884,togeth
10885,'m
10886,sure
10887,tweet
10888,use
10889,court
10890,one
10891,day
10892,yell
10893,rape
10894,light
10895,turn
10896,'m
10897,sexist
10898,there
10899,noth
10900,aggrav
10901,femal
10902,tri
10903,talk
10904,sport
10905,'m
10906,like
10907,get
10908,tf
10909,realli
10910,'m
10911,sexist
10912,like
10913,women
10914,homebodi
10915,housew
10916,wind
10917,shield
10918,wiper
10919,invent
10920,women
10921,first
10922,robert
10923,douglass
10924,'m
10925,sexist
10926,fact
10927,wrong
10928,also
10929,get
10930,shit
10931,straight
10932,call
10933,peopl
10934,said
10935,fact
10936,wrong
10937,n't
10938,mean
10939,im
10940,``
10941,friend
10942,zone
10943,concept
10944,reli
10945,foregon
10946,conclus
10947,sex
10948,given
10949,make
10950,rapist
10951,n't
10952,rape-zon
10953,fake
10954,victim
10955,whine
10956,rapist
10957,motherfuck
10958,need
10959,die
10960,'m
10961,sexist
10962,ca
10963,n't
10964,listen
10965,femal
10966,analyst
10967,talk
10968,male
10969,sport
10970,play
10971,men
10972,talk
10973,sport
10974,yo
10975,exactli
10976,like
10977,'m
10978,sexist
10979,most
10980,femal
10981,sportscast
10982,'ve
10983,seen
10984,say
10985,dumb
10986,shit
10987,lol
10988,total
10989,sexist
10990,foul
10991,synonym
10992,women
10993,basketbal
10994,femin
10995,im
10996,'m
10997,'m
10998,damn
10999,opinion
11000,valid
11001,oh
11002,heaven
11003,forbid
11004,man
11005,find
11006,woman
11007,visual
11008,appeal
11009,horror
11010,grow
11011,sorri
11012,wo
11013,n't
11014,use
11015,fact
11016,next
11017,time
11018,'ll
11019,go
11020,rest
11021,mass
11022,think
11023,there
11024,differenc
11025,way
11026,insult
11027,direct
11028,man
11029,unflatt
11030,hat
11031,worn
11032,predominantli
11033,men
11034,meant
11035,in
11036,pass
11037,offer
11038,say
11039,stupid
11040,woman
11041,sexist
11042,say
11043,stupid
11044,man
11045,stupid
11046,boy
11047,stupi
11048,get
11049,see
11050,drive
11051,get
11052,extra
11053,nervou
11054,see
11055,woman
11056,drive
11057,speed
11058,ambul
11059,...
11060,``
11061,women
11062,bathroom
11063,much
11064,wors
11065,men
11066,everyon
11067,agre
11068,guy
11069,swear
11070,god
11071,'m
11072,sexist
11073,...
11074,girl
11075,announc
11076,louvsken
11077,game
11078,annoy
11079,...
11080,'m
11081,better
11082,job
11083,clean
11084,car
11085,ani
11086,http
11087,``
11088,'m
11089,sexist
11090,note
11091,woman
11092,surpris
11093,compet
11094,still
11095,fan
11096,ladi
11097,comment
11098,game
11099,play
11100,sabc
11101,...
11102,'m
11103,sexist
11104,person
11105,opinion
11106,n't
11107,consid
11108,sexist
11109,remark
11110,(
11111,almost
11112,case
11113,)
11114,'m
11115,sexist
11116,girl
11117,drive
11118,truck
11119,weird
11120,wan
11121,na
11122,look
11123,dyke
11124,mean
11125,'m
11126,sexist
11127,woman
11128,n't
11129,open
11130,door
11131,pay
11132,bill
11133,drive
11134,still
11135,beleiv
11136,chivalri
11137,swear
11138,sexist
11139,chase
11140,buding
11141,releas
11142,emul
11143,woman
11144,shoot
11145,basketbal
11146,wow
11147,yip
11148,'m
11149,sexist
11150,'d
11151,like
11152,throttl
11153,woman
11154,ladi
11155,terribl
11156,offici
11157,ladi
11158,though
11159,'m
11160,sexist
11161,stupid
11162,bitch
11163,yeah
11164,there
11165,one
11166,thing
11167,know
11168,old
11169,pin-up
11170,ad
11171,definit
11172,sexist
11173,need
11174,point
11175,ironi
11176,?
11177,woman
11178,driver
11179,front
11180,better
11181,stop
11182,tweet
11183,watch
11184,caus
11185,wrong
11186,want
11187,right
11188,end
11189,day
11190,'m
11191,sexist
11192,'m
11193,fem
11194,ok
11195,call
11196,sexist
11197,most
11198,peopl
11199,mute
11200,twitter
11201,women
11202,%
11203,restaur
11204,dishwash
11205,men
11206,http
11207,call
11208,sexist
11209,dish
11210,n't
11211,man
11212,job
11213,dish
11214,``
11215,offens
11216,'m
11217,sexist
11218,women
11219,realli
11220,stupid
11221,offens
11222,'m
11223,sexist
11224,n't
11225,go
11226,around
11227,say
11228,wemon
11229,top
11230,shit
11231,you
11232,run
11233,world
11234,men
11235,liter
11236,run
11237,dont
11238,even
11239,get
11240,start
11241,femal
11242,man
11243,im
11244,sexist
11245,game
11246,commun
11247,tend
11248,bit
11249,friendli
11250,girl
11251,count
11252,lucki
11253,got
11254,guy
11255,still
11256,shout
11257,mad
11258,mean
11259,care
11260,'m
11261,sexist
11262,femal
11263,footbal
11264,comment
11265,horribl
11266,listen
11267,deep
11268,man
11269,voic
11270,sexist
11271,guy
11272,never
11273,go
11274,live
11275,lose
11276,girl
11277,footbal
11278,throw
11279,contest
11280,$
11281,k
11282,...
11283,appar
11284,'m
11285,sexist
11286,time
11287,make
11288,gf
11289,quit
11290,job
11291,clean
11292,cook
11293,mention
11294,use
11295,meat
11296,sex
11297,ri
11298,mama
11299,child
11300,btwn
11301,age
11302,-
11303,'re
11304,struggl
11305,buy
11306,holiday
11307,toy
11308,fill
11309,form
11310,http
11311,'m
11312,sexist
11313,anyth
11314,ani
11315,mean
11316,exactli
11317,wo
11318,n't
11319,watch
11320,girl
11321,basketbal
11322,http
11323,mayb
11324,issu
11325,``
11326,boy
11327,better
11328,spo
11329,``
11330,children
11331,play
11332,school
11333,sport
11334,leav
11335,alon
11336,sexist
11337,...
11338,theori
11339,femal
11340,unabl
11341,tell
11342,differ
11343,standard
11344,high
11345,def
11346,world
11347,enrich
11348,wisdom
11349,'m
11350,sexist
11351,make
11352,sexist
11353,comment
11354,make
11355,lol
11356,cours
11357,'m
11358,sexist
11359,way
11360,spread
11361,thought
11362,annoy
11363,women
11364,equal
11365,social
11366,q
11367,releas
11368,privat
11369,soni
11370,e
11371,mail
11372,hurt
11373,peopl
11374,releas
11375,nude
11376,photo
11377,jennif
11378,lawrenc
11379,ok
11380,t
11381,hell
11382,recur
11383,weird
11384,swear
11385,'m
11386,sexist
11387,femal
11388,chipotl
11389,employe
11390,ca
11391,n't
11392,roll
11393,burrito
11394,shiizzzz
11395,major
11396,do
11397,work
11398,sexist
11399,major
11400,girl
11401,useless
11402,group
11403,project
11404,lol..
11405,major
11406,nah
11407,dude
11408,'re
11409,go
11410,continu
11411,awesom
11412,thx
11413,'m
11414,sexist
11415,women
11416,n't
11417,comment
11418,sport
11419,'m
11420,sexist
11421,say
11422,women
11423,ca
11424,n't
11425,drive
11426,liter
11427,ca
11428,n't
11429,'m
11430,sexist
11431,evolv
11432,semant
11433,``
11434,liter
11435,female-l
11436,sociolinguist
11437,phenomenon
11438,'m
11439,sexist
11440,room
11441,women
11442,hear
11443,talk
11444,problem
11445,...
11446,am
11447,sexist
11448,feminist
11449,n't
11450,half
11451,milk
11452,``
11453,men
11454,all
11455,bollock
11456,realiti
11457,tv
11458,disgust
11459,sexist
11460,all
11461,realiti
11462,h
11463,%
11464,young
11465,girl
11466,role
11467,model
11468,'m
11469,sexist
11470,let
11471,face
11472,girl
11473,ca
11474,n't
11475,drive
11476,'m
11477,sexist
11478,n't
11479,like
11480,movi
11481,women
11482,main
11483,role
11484,im
11485,sexist
11486,your
11487,femal
11488,bartend
11489,agre
11490,certain
11491,gender
11492,standard
11493,let
11494,girl
11495,drive
11496,car
11497,mean
11498,someth
11499,'m
11500,sorri
11501,ani
11502,women
11503,there
